id,podatek
0,Children's/Family
1,Historical Film
2,Spy Film
3,Thriller
4,Language & Literature
5,Sports & Recreation
6,Theater
7,Science & Technology
8,News [TV]
9,Western
10,Avant-garde / Experimental
11,Music
12,Comedy
13,War
14,Mystery
15,Adventure
16,Spirituality & Philosophy
17,Fantasy
18,Family & Personal Relationships
19,Drama
20,Nature
21,Romance
22,Musical
23,Crime
24,Horror
25,Culture & Society
26,Comedy Drama
27,Science Fiction
28,Travel
29,Action
30,Adult
